5.25,42.83,49.48,27.27,9.84,1.4714,gutter
5.35,43.23,49.07,25.32,11.33,1.4725,gutter
7.8,48.65,50.17,27.1,13.57,1.4712,gutter
7.99,49.29,50.22,29.37,11.5,1.4718,gutter
7.89,48.77,49.23,28.44,14.63,1.4717,gutter
6.97,49.07,47.97,28.59,13.54,1.4714,gutter
6.46,49.19,47.06,26.36,10.23,1.4718,gutter
7.86,48.61,50.32,29.55,10.66,1.471,gutter
7.13,48.54,48.93,28.99,12.7,1.4717,gutter
6.78,49.03,47.37,28.02,10.23,1.4719,gutter
7.75,49.36,50.59,29.43,11.98,1.471,gutter
6.66,49.28,47.17,25.7,13.21,1.4713,gutter
7.75,49.41,49.51,28.36,10.77,1.4717,gutter
7.78,49.3,50.3,26.84,14.3,1.4716,gutter
7.46,48.62,47.82,25.53,13.32,1.4715,gutter
7.22,49.48,48.12,26.36,13.11,1.4719,gutter
7.22,48.54,50.78,25.83,13.39,1.4711,gutter
5.77,24.35,41.15,24.23,22.00,1.4759,capsicol
6.12,12.15,39.75,23.78,26.77,1.4757,capsicol
5.98,18.62,39.20,24.15,30.15,1.4762,capsicol
6.17,11.37,40.02,23.50,28.75,1.4757,capsicol
5.89,20.99,34.95,20.5,22.05,1.4701,capsicol
5.66,20.22,34.18,20.22,23.41,1.4764,capsicol
5.82,20.1,35.12,19.01,20.92,1.4752,capsicol
5.85,20.65,34.38,21.98,20.57,1.4751,capsicol
5.64,20.61,38.45,17.98,21.26,1.47,capsicol
5.64,20.34,33.22,16.85,21.95,1.4753,capsicol
5.86,20.84,34.33,16.98,21.78,1.4758,capsicol
5.53,19.66,35.45,21.62,22.75,1.4701,capsicol
5.65,20.99,33.51,20.14,21.91,1.4758,capsicol
5.83,20.37,36.53,16.6,21.93,1.4769,capsicol
5.95,20.19,34.26,20.07,23.55,1.4764,capsicol
6.03,9.61,33.24,17.95,23.67,1.476,capsicol
5.9,9.98,29.14,19.41,21.51,1.4754,capsicol
5.74,10.14,29.86,16.93,21.1,1.4768,capsicol
5.61,9.57,30.96,17.77,20.53,1.4702,capsicol
5.92,9.42,31.67,20.43,22.89,1.4768,capsicol
5.71,9.28,36.43,15.13,22.8,1.4766,capsicol
6.1,8.89,34.88,16.14,21.73,1.4767,capsicol
5.9,10.08,36.93,21.73,20.23,1.4766,capsicol
5.97,10.13,32.43,19.79,22.26,1.475,capsicol
5.74,9.99,32.35,16.64,21.61,1.4759,capsicol
5.47,9.25,30.99,17.04,23.79,1.4758,capsicol
5.83,15.77,32.03,21.34,21.53,1.4757,capsicol
5.8,16.76,36.63,22.26,22.09,1.4761,capsicol
6.0,16.12,33.74,20.91,22.12,1.4759,capsicol
5.97,16.83,36.07,18.54,20.39,1.4759,capsicol
6.08,16.76,32.48,19.98,20.73,1.4756,capsicol
5.9,15.79,35.89,22.23,20.23,1.4765,capsicol
5.98,15.87,36.17,24.15,21.09,1.4755,capsicol
5.67,16.69,33.45,17.78,22.0,1.4763,capsicol
5.9,15.7,32.54,18.1,21.43,1.4766,capsicol
5.62,15.97,32.87,23.77,20.5,1.4762,capsicol
5.73,16.31,36.02,23.55,20.0,1.4753,capsicol
5.99,11.81,33.85,17.77,23.62,1.4752,capsicol
5.92,10.18,33.87,23.08,20.17,1.4756,capsicol
5.81,12.73,32.56,23.41,22.69,1.4758,capsicol
5.78,12.03,33.03,23.02,21.07,1.4759,capsicol
5.86,13.19,34.6,17.18,21.98,1.4759,capsicol
5.95,10.06,34.09,22.42,21.36,1.4762,capsicol
5.79,10.39,32.84,19.75,21.55,1.4763,capsicol
5.87,11.88,36.7,21.41,21.65,1.4763,capsicol
5.66,10.88,35.81,21.05,21.68,1.4768,capsicol
5.93,11.36,35.71,23.49,21.09,1.4752,capsicol
5.64,12.58,34.35,23.54,20.87,1.4755,capsicol
5.65,16.51,40.93,24.27,25.17,1.4761,capsicol
5.85,13.36,40.48,23.8,25.6,1.475,capsicol
6.05,13.29,40.65,23.93,23.17,1.475,capsicol
5.83,16.7,40.46,23.07,24.92,1.4753,capsicol
6.47,26.18,42.48,25.42,26.57,1.4741,capsicol
5.64,26.3,42.31,25.4,25.18,1.4752,capsicol
5.79,26.79,43.2,25.36,26.17,1.4746,capsicol
6.29,26.32,42.75,25.35,22.47,1.4748,capsicol
6.43,25.64,42.61,24.9,22.82,1.4753,capsicol
6.05,25.65,42.29,25.17,25.73,1.4741,capsicol
5.7,26.58,42.95,24.94,25.49,1.4746,capsicol
6.04,26.37,43.55,24.86,24.72,1.4741,capsicol
5.91,26.34,42.51,25.39,25.39,1.4746,capsicol
6.17,25.93,42.45,24.88,24.19,1.4741,capsicol
5.6,25.47,42.66,25.41,24.66,1.4749,capsicol
6.46,25.36,44.38,25.09,26.49,1.4742,capsicol
6.05,25.12,44.03,25.07,21.9,1.4752,capsicol
5.73,26.92,43.69,24.79,25.79,1.4747,capsicol
6.05,26.68,43.41,25.21,25.76,1.4747,capsicol
6.08,25.14,44.74,25.37,23.23,1.4746,capsicol
5.67,26.35,42.73,25.01,23.04,1.4748,capsicol
6.36,25.5,42.16,25.11,25.43,1.4742,capsicol
6.15,26.02,42.05,25.3,25.59,1.4752,capsicol
5.89,26.55,43.03,24.81,23.74,1.4752,capsicol
5.83,26.63,43.52,25.04,22.8,1.4742,capsicol
5.8,25.94,42.07,24.85,22.36,1.475,capsicol
6.21,25.59,44.96,25.44,22.17,1.4747,capsicol
5.91,25.54,42.03,25.18,21.91,1.4746,capsicol
6.44,26.37,43.31,24.93,23.59,1.4747,capsicol
6.46,25.8,42.05,25.2,26.37,1.4746,capsicol
5.76,26.03,43.03,25.24,22.23,1.4753,capsicol
5.71,26.15,42.64,25.24,24.58,1.4747,capsicol
6.22,26.25,42.14,25.02,21.88,1.4742,capsicol
6.48,26.92,42.43,25.08,26.11,1.475,capsicol
6.01,26.39,44.2,25.06,25.62,1.4746,capsicol
5.79,25.18,43.52,24.8,23.28,1.4752,capsicol
6.16,26.83,43.51,25.37,23.27,1.4751,capsicol
6.25,26.27,44.72,24.87,24.45,1.4752,capsicol
6.12,25.56,42.9,24.92,25.89,1.475,capsicol
5.61,26.34,44.61,24.99,26.22,1.4751,capsicol
5.83,25.84,43.15,25.39,25.98,1.4743,capsicol
6.41,26.6,44.24,25.42,25.84,1.475,capsicol
6.25,25.78,43.57,25.16,25.67,1.475,capsicol
6.26,25.92,43.35,25.44,22.16,1.4749,capsicol
5.72,26.54,44.28,25.11,24.25,1.4748,capsicol
6.06,25.04,42.9,25.24,22.19,1.4745,capsicol
5.88,25.36,43.43,25.2,25.39,1.474,capsicol
5.78,26.52,44.1,25.23,23.47,1.474,capsicol
5.83,25.69,43.6,24.93,23.19,1.4742,capsicol
6.23,26.78,43.57,24.8,22.3,1.4744,capsicol
5.65,26.83,44.1,24.8,23.18,1.4752,capsicol
6.46,26.14,42.32,24.94,23.63,1.4743,capsicol
6.5,25.41,43.18,25.26,23.38,1.4751,capsicol
6.39,26.28,44.91,24.93,23.69,1.4749,capsicol
6.08,25.64,43.22,24.83,22.5,1.4752,capsicol
5.77,26.7,42.56,25.42,24.62,1.4743,capsicol
5.66,26.93,42.63,25.25,23.5,1.4742,capsicol
6.43,26.15,44.37,25.34,24.59,1.4749,capsicol
5.72,25.88,42.4,25.03,24.94,1.4752,capsicol
5.99,25.64,42.53,25.13,22.69,1.4747,capsicol
6.3,25.27,44.1,25.15,25.84,1.4751,capsicol
6.02,26.7,43.82,24.96,23.25,1.4749,capsicol
5.63,26.25,42.58,25.17,25.31,1.475,capsicol
6.48,25.3,43.96,24.87,26.02,1.4744,capsicol
5.94,5.46,18.97,7.14,29.70,1.4767,soybeanoil
5.10,4.03,19.21,7.04,32.20,1.4750,soybeanoil
5.93,5.18,22.76,7.72,27.16,1.4751,soybeanoil
5.71,6.25,19.16,8.52,26.03,1.4758,soybeanoil
5.79,5.34,17.55,9.09,27.35,1.4757,soybeanoil
6.08,5.18,23.27,7.28,28.64,1.4758,soybeanoil
5.68,6.01,18.11,8.91,26.9,1.4752,soybeanoil
5.79,5.95,18.86,7.95,28.51,1.4757,soybeanoil
5.75,5.25,19.56,8.35,26.94,1.4757,soybeanoil
5.87,5.51,20.83,8.75,27.1,1.4756,soybeanoil
5.63,5.14,18.05,9.03,27.22,1.4753,soybeanoil
5.72,6.41,20.76,7.74,28.47,1.4754,soybeanoil
5.91,5.85,21.3,8.13,28.92,1.4752,soybeanoil
5.94,5.25,19.75,9.17,28.09,1.4756,soybeanoil
5.17,4.9,19.66,7.8,28.32,1.4757,soybeanoil
5.3,4.13,21.88,9.09,30.63,1.473,soybeanoil
5.01,4.72,19.96,8.43,31.35,1.4762,soybeanoil
5.09,4.68,19.5,8.85,29.83,1.4752,soybeanoil
5.12,4.79,18.33,7.68,29.74,1.4757,soybeanoil
5.29,4.07,21.06,7.89,28.06,1.4758,soybeanoil
5.1,4.85,19.13,9.04,28.11,1.4755,soybeanoil
5.16,4.54,21.0,7.68,31.38,1.475,soybeanoil
5.25,5.92,18.27,7.75,28.9,1.4756,soybeanoil
5.27,5.85,18.8,7.66,29.19,1.4757,soybeanoil
5.26,5.97,21.36,8.79,28.47,1.4767,soybeanoil
5.14,4.77,20.6,8.48,28.83,1.4754,soybeanoil
5.12,13.31,37.87,14.13,25.62,1.4744,soybeanoil
5.31,11.45,34.59,13.46,28.09,1.4748,soybeanoil
5.08,12.83,38.23,14.64,29.44,1.4741,soybeanoil
5.52,11.25,38.75,15.18,26.71,1.474,soybeanoil
5.8,12.92,34.56,13.43,26.24,1.4747,soybeanoil
5.65,12.88,37.61,13.73,26.33,1.4749,soybeanoil
5.48,11.46,32.08,13.91,26.11,1.474,soybeanoil
5.21,13.0,36.02,13.71,29.86,1.474,soybeanoil
5.84,14.41,33.92,14.71,28.03,1.4738,soybeanoil
5.05,14.92,32.02,13.49,26.19,1.474,soybeanoil
5.83,14.23,38.22,14.12,28.5,1.4744,soybeanoil
5.28,11.85,31.66,14.87,27.9,1.4742,soybeanoil
5.04,11.63,38.9,13.64,26.67,1.4743,soybeanoil
5.68,13.97,36.89,15.08,25.19,1.4749,soybeanoil
5.78,10.18,34.01,13.93,29.72,1.4749,soybeanoil
5.46,10.66,37.08,15.22,25.93,1.4742,soybeanoil
5.63,13.66,36.35,15.87,29.12,1.4744,soybeanoil
5.61,14.38,30.53,16.56,29.83,1.4748,soybeanoil
5.5,14.75,32.54,15.9,26.86,1.4744,soybeanoil
5.69,11.99,36.8,15.1,28.87,1.4742,soybeanoil
5.88,12.32,32.84,14.88,25.29,1.4739,soybeanoil
5.08,14.76,37.62,13.47,29.18,1.4743,soybeanoil
5.97,13.62,33.92,15.0,26.28,1.4745,soybeanoil
5.6,13.53,32.97,15.07,26.1,1.4748,soybeanoil
5.13,11.75,36.67,14.06,25.36,1.4748,soybeanoil
5.56,12.57,34.03,14.53,27.49,1.474,soybeanoil
5.62,14.51,35.95,16.57,25.9,1.4745,soybeanoil
5.05,13.75,32.53,13.8,25.49,1.4741,soybeanoil
5.68,12.78,36.23,16.1,26.77,1.4745,soybeanoil
5.18,10.65,33.53,16.11,27.47,1.4749,soybeanoil
6.99,5.46,26.12,14.37,29.70,1.4761,colzaoil
7.02,4.03,26.11,16.01,32.20,1.4760,colzaoil
6.54,6.42,26.28,13.02,27.21,1.4769,colzaoil
6.67,6.61,24.69,14.93,28.44,1.475,colzaoil
6.61,6.27,27.11,15.68,27.96,1.473,colzaoil
6.52,5.52,26.63,14.43,28.5,1.4767,colzaoil
6.66,6.66,26.83,13.45,27.5,1.4754,colzaoil
6.64,5.53,24.27,13.93,27.16,1.4766,colzaoil
6.65,6.07,24.86,13.46,27.14,1.4763,colzaoil
6.67,6.63,25.78,12.95,27.99,1.4754,colzaoil
6.63,5.18,27.46,15.52,26.75,1.4755,colzaoil
6.61,5.72,24.65,13.96,28.48,1.4756,colzaoil
6.57,5.97,27.01,14.76,27.97,1.4765,colzaoil
6.66,5.46,26.26,15.18,26.56,1.4766,colzaoil
6.61,5.15,24.34,14.69,29.78,1.4751,colzaoil
6.61,6.08,25.05,14.58,30.85,1.475,colzaoil
6.68,5.06,28.19,16.24,28.85,1.4753,colzaoil
6.64,5.02,25.38,15.57,28.32,1.4765,colzaoil
6.65,5.27,28.78,13.1,28.06,1.4754,colzaoil
6.77,5.66,26.05,15.63,30.61,1.4764,colzaoil
6.68,5.2,24.3,13.33,29.64,1.4765,colzaoil
6.77,4.77,25.17,13.69,28.38,1.4768,colzaoil
6.75,6.31,24.88,13.19,31.41,1.4757,colzaoil
6.71,4.42,28.54,15.45,30.58,1.4769,colzaoil
6.7,5.96,27.09,13.15,28.82,1.4765,colzaoil
6.62,6.24,27.46,15.48,31.12,1.4762,colzaoil
5.9,12.85,17.77,23.1,26.64,1.4751,colzaoil
6.06,11.91,20.66,21.11,24.48,1.4744,colzaoil
5.99,10.53,18.99,21.8,28.58,1.4747,colzaoil
6.06,11.59,19.14,19.53,25.34,1.4757,colzaoil
6.01,13.04,17.16,22.75,24.94,1.4749,colzaoil
5.9,9.96,18.32,20.98,27.44,1.4758,colzaoil
5.88,8.76,19.8,22.43,26.87,1.4746,colzaoil
6.24,9.52,20.01,21.03,27.81,1.4741,colzaoil
6.08,11.08,18.27,23.04,27.5,1.4757,colzaoil
6.07,11.13,19.8,21.36,27.37,1.4753,colzaoil
5.97,8.78,17.4,21.79,24.31,1.4745,colzaoil
6.21,11.8,17.47,19.41,24.18,1.4756,colzaoil
5.87,11.4,17.92,22.32,29.08,1.4747,colzaoil
6.24,11.51,17.25,20.28,29.95,1.4747,colzaoil
6.35,8.79,20.98,21.65,28.77,1.4754,colzaoil
6.22,9.86,19.9,22.23,24.32,1.474,colzaoil
6.01,9.9,20.95,20.69,28.83,1.4752,colzaoil
6.04,11.95,20.35,21.8,24.76,1.4748,colzaoil
5.92,9.43,18.01,21.52,27.48,1.4739,colzaoil
6.14,12.18,19.3,20.76,26.11,1.4757,colzaoil
6.32,12.2,18.28,21.31,29.0,1.4743,colzaoil
6.37,10.65,18.6,20.78,28.71,1.4747,colzaoil
6.09,9.92,17.59,20.44,24.14,1.4747,colzaoil
5.85,9.23,20.78,22.28,27.28,1.4743,colzaoil
6.13,13.46,18.02,23.06,25.39,1.4753,colzaoil
6.29,10.18,18.25,21.46,24.25,1.4743,colzaoil
5.87,8.79,19.53,22.86,26.02,1.4758,colzaoil
6.07,9.85,18.5,19.95,27.56,1.474,colzaoil
5.87,10.58,17.15,22.53,29.9,1.4753,colzaoil
5.81,13.78,19.07,20.63,28.45,1.4742,colzaoil
4.98,2.58,28.96,17.94,23.13,1.4746,peanutoil
4.55,5.97,28.98,17.79,20.47,1.4753,peanutoil
4.70,2.66,30.07,18.21,20.95,1.4749,peanutoil
5.16,3.83,28.7,17.11,24.9,1.4757,peanutoil
5.29,3.36,26.04,18.34,23.84,1.475,peanutoil
5.24,3.93,29.41,18.86,23.47,1.4754,peanutoil
5.16,3.63,26.49,18.53,24.94,1.475,peanutoil
5.05,4.0,26.47,17.88,24.3,1.4752,peanutoil
5.02,3.59,27.17,17.65,24.35,1.4754,peanutoil
5.15,3.89,30.67,19.22,22.9,1.4751,peanutoil
5.28,3.79,26.73,15.15,21.87,1.4755,peanutoil
5.24,3.19,27.12,17.0,21.72,1.4755,peanutoil
5.29,3.08,28.58,16.73,24.71,1.4758,peanutoil
5.03,3.41,29.73,18.12,23.38,1.4752,peanutoil
5.2,3.51,29.49,18.42,23.31,1.4759,peanutoil
4.83,5.81,30.77,15.42,20.77,1.4761,peanutoil
4.81,5.48,28.09,18.93,22.25,1.4765,peanutoil
4.84,6.27,28.66,19.3,22.29,1.475,peanutoil
4.99,5.1,29.38,18.69,21.09,1.4748,peanutoil
4.91,6.44,31.12,16.69,21.84,1.4758,peanutoil
4.83,5.21,30.54,16.96,18.96,1.4759,peanutoil
4.94,6.84,30.97,18.16,21.16,1.4758,peanutoil
4.77,5.74,30.02,15.16,19.19,1.4758,peanutoil
4.91,5.74,30.5,15.61,19.99,1.4751,peanutoil
4.72,6.36,26.81,17.22,20.13,1.475,peanutoil
4.78,4.93,29.23,15.19,19.26,1.4755,peanutoil
5.03,2.41,30.63,18.95,21.84,1.4748,peanutoil
4.87,3.95,25.19,16.4,20.98,1.4752,peanutoil
4.84,3.53,24.94,17.94,18.99,1.4756,peanutoil
4.96,2.84,30.99,17.12,20.87,1.4743,peanutoil
4.96,3.31,31.12,18.43,20.62,1.4758,peanutoil
5.08,2.8,29.86,18.23,19.0,1.4755,peanutoil
5.09,4.4,30.49,18.3,20.44,1.4745,peanutoil
4.84,3.66,29.89,15.24,19.72,1.4746,peanutoil
4.93,4.39,25.82,16.65,22.31,1.4762,peanutoil
4.86,4.34,30.45,15.92,19.97,1.4757,peanutoil
5.01,3.54,28.3,18.32,19.61,1.4752,peanutoil
4.96,3.24,31.92,17.63,20.81,1.4752,peanutoil
5.36,11.01,33.61,21.48,25.93,1.475,peanutoil
6.08,11.3,32.92,19.79,27.37,1.4746,peanutoil
5.52,8.21,32.41,20.85,26.61,1.4745,peanutoil
6.29,11.92,31.65,20.8,26.3,1.4749,peanutoil
6.38,8.88,32.82,19.44,26.18,1.4745,peanutoil
5.14,10.88,33.22,21.71,25.2,1.4751,peanutoil
5.77,10.45,32.51,20.65,28.71,1.4752,peanutoil
5.95,8.58,33.57,21.85,29.99,1.4747,peanutoil
5.39,8.26,32.04,22.12,28.12,1.4746,peanutoil
6.21,8.48,34.26,20.92,29.18,1.4752,peanutoil
5.61,12.17,32.84,19.32,27.36,1.4746,peanutoil
5.09,11.51,31.43,20.75,28.46,1.4746,peanutoil
5.01,10.67,33.48,20.98,28.54,1.4748,peanutoil
5.95,12.14,31.74,20.71,28.15,1.4751,peanutoil
5.08,8.24,31.9,20.48,26.21,1.4749,peanutoil
5.31,12.16,31.77,21.97,28.31,1.4746,peanutoil
6.25,10.8,32.64,22.15,26.71,1.4751,peanutoil
5.19,8.69,34.18,20.66,26.85,1.4745,peanutoil
6.61,8.43,33.52,22.08,27.19,1.4748,peanutoil
6.35,10.29,32.17,19.7,26.71,1.4747,peanutoil
5.76,9.37,34.38,21.62,25.45,1.4746,peanutoil
6.48,12.58,31.77,21.68,26.46,1.4747,peanutoil
5.51,10.91,33.68,19.58,27.62,1.4752,peanutoil
5.23,8.68,32.87,21.11,25.92,1.4747,peanutoil
5.22,9.86,32.43,20.58,25.12,1.4752,peanutoil
5.83,9.02,34.23,21.82,27.68,1.4749,peanutoil
6.35,8.48,31.27,22.15,25.59,1.4751,peanutoil
5.21,11.44,31.89,21.43,29.74,1.4752,peanutoil
5.66,11.47,31.33,20.42,28.55,1.4747,peanutoil
5.73,11.96,34.7,21.41,29.03,1.4745,peanutoil
6.71,11.9,34.87,21.86,27.17,1.4752,peanutoil
6.27,11.55,33.87,21.13,27.99,1.475,peanutoil
5.71,12.41,32.55,19.95,27.5,1.4751,peanutoil
5.75,9.5,33.2,19.35,26.96,1.4752,peanutoil
5.62,11.12,33.87,21.42,26.34,1.475,peanutoil
5.51,10.79,33.49,21.28,29.18,1.4753,peanutoil
5.01,9.18,34.45,19.59,25.51,1.4747,peanutoil
6.07,8.22,31.34,19.68,28.71,1.4752,peanutoil
5.26,8.52,34.49,20.0,29.4,1.4751,peanutoil
6.03,10.18,32.91,19.95,26.3,1.4747,peanutoil
6.6,8.45,32.24,20.46,26.93,1.4749,peanutoil
5.29,9.57,31.41,20.0,25.97,1.4749,peanutoil
6.52,12.41,32.21,19.75,27.46,1.4747,peanutoil
5.13,9.18,33.79,19.95,28.8,1.4753,peanutoil
5.59,10.18,33.64,19.97,25.46,1.4749,peanutoil
5.71,1.29,17.23,7.54,11.67,1.4759,oliveoil
5.51,1.26,16.99,8.22,12.61,1.4766,oliveoil
5.89,1.78,19.63,10.31,14.13,1.4756,oliveoil
5.78,2.68,20.68,8.56,15.17,1.4749,oliveoil
5.56,2.35,16.86,10.17,14.38,1.4751,oliveoil
5.89,2.56,20.82,7.97,14.37,1.4765,oliveoil
5.61,2.95,21.62,9.26,14.53,1.4756,oliveoil
5.51,1.92,18.96,10.2,15.35,1.4752,oliveoil
5.71,2.3,20.46,9.97,15.38,1.4753,oliveoil
5.59,3.32,21.6,10.52,14.52,1.4769,oliveoil
5.85,3.08,21.63,9.45,14.23,1.4752,oliveoil
5.87,2.89,20.5,9.99,15.35,1.4747,oliveoil
5.68,2.62,18.96,8.45,14.0,1.4763,oliveoil
5.54,1.91,18.4,8.04,15.08,1.4754,oliveoil
5.64,2.69,17.14,8.27,14.29,1.4762,oliveoil
5.67,2.23,20.93,8.68,14.78,1.4758,oliveoil
5.35,3.16,17.12,9.39,14.04,1.4748,oliveoil
5.4,2.79,20.17,9.95,15.31,1.4768,oliveoil
5.63,3.35,19.6,9.42,14.57,1.476,oliveoil
5.39,2.05,16.35,9.46,13.98,1.4753,oliveoil
5.31,1.82,18.53,8.18,14.13,1.4765,oliveoil
5.56,1.96,21.39,10.79,15.12,1.4748,oliveoil
5.5,3.21,17.31,9.26,15.13,1.475,oliveoil
5.42,3.53,17.54,9.25,14.73,1.4767,oliveoil
5.4,1.68,18.3,8.09,15.16,1.4752,oliveoil
5.38,3.52,20.46,8.47,15.12,1.476,oliveoil
6.27,8.88,31.6,12.91,21.17,1.4749,oliveoil
5.95,7.8,30.23,12.36,19.25,1.4749,oliveoil
6.69,5.65,32.73,10.7,17.37,1.4749,oliveoil
6.59,7.85,32.24,14.75,20.52,1.4746,oliveoil
6.12,6.4,32.03,12.25,21.52,1.4748,oliveoil
5.83,2.73,28.72,13.02,20.69,1.4746,oliveoil
5.81,4.55,31.89,11.98,18.99,1.4748,oliveoil
6.11,8.54,29.49,13.62,17.49,1.4749,oliveoil
6.55,3.2,27.08,13.8,19.23,1.4749,oliveoil
6.24,2.05,30.12,10.25,18.55,1.4747,oliveoil
6.31,7.79,29.45,13.97,20.7,1.4747,oliveoil
5.6,6.35,29.78,14.04,19.25,1.4746,oliveoil
5.53,6.92,32.36,10.77,18.02,1.4747,oliveoil
6.35,6.8,28.08,11.42,18.78,1.4746,oliveoil
5.51,7.35,27.84,14.87,19.95,1.4745,oliveoil
6.17,5.51,29.04,11.55,21.83,1.4746,oliveoil
6.04,4.55,28.06,12.27,20.31,1.4746,oliveoil
6.55,3.67,31.92,14.65,19.98,1.4749,oliveoil
6.18,4.33,31.48,11.12,19.14,1.4745,oliveoil
6.72,6.87,29.96,11.05,21.52,1.4746,oliveoil
6.72,2.5,30.08,13.67,19.16,1.4745,oliveoil
6.59,6.21,28.77,12.06,17.99,1.4747,oliveoil
6.59,2.19,28.72,12.2,17.02,1.4749,oliveoil
6.55,4.09,27.44,11.28,17.75,1.4746,oliveoil
6.55,3.42,29.66,13.88,20.91,1.4747,oliveoil
5.7,7.66,29.48,11.42,21.56,1.4746,oliveoil
5.77,2.56,31.12,14.05,20.21,1.4746,oliveoil
6.23,6.03,29.26,13.83,20.69,1.4746,oliveoil
6.69,2.15,30.73,13.58,21.58,1.4748,oliveoil
6.15,6.04,32.34,12.5,19.1,1.475,oliveoil
